Name,Address,Phone,Email,URL
Apéro-Tram,N/A,044 434 44 34,spezialfahrten@vbz.ch,https://www.local.ch/en/d/zurich/8048/restaurant/apero-tram-WEwpohdN6Ntu7D6cxpuXSg
apoTHEKE Gastro AG,N/A,044 260 82 82,info@apotheke-zh.ch,https://www.local.ch/en/d/zurich/8032/restaurant/apotheke-gastro-ag-V6PwrJ20W-0PGPxBF2o47A
Tamarind Garden,N/A,N/A,N/A,https://www.local.ch/en/d/zurich/8055/restaurant/tamarind-garden-OJ-n3jsFadbMBYoEeBKRow
Ayverdi's Oerlikon,N/A,043 544 99 50*,N/A,https://www.local.ch/en/d/zurich/8050/restaurant/ayverdi-s-oerlikon-T-JSe1kssU6N8CmLH9D6HA
Riviera Enoteca con Cucina,N/A,044 422 04 26,info@enoteca-riviera.ch,https://www.local.ch/en/d/zurich/8008/restaurant/riviera-enoteca-con-cucina-YkwVWYPmcIqlgQr4RLW34Q
LÉGÈRE,N/A,044 554 33 14*,info@legerezurich.ch,https://www.local.ch/en/d/zurich/8003/restaurant/legere-KYrIR8vnerF3GsH3Mh6x9g
Center Bar,N/A,044 576 46 80,info@centerbar.ch,https://www.local.ch/en/d/zurich/8060/restaurant/center-bar-oIGyllswh9WSFTwZLtI9xw
Restauarant Grotto Reale,N/A,044 450 18 44*,hallo@grottoreale.ch,https://www.local.ch/en/d/zurich/8003/restaurant/restauarant-grotto-reale-363f7XDw8zWJ-ZrfAwoVcw
NZZ Café,N/A,043 816 85 98,contact@ssp-ch.com,https://www.local.ch/en/d/zurich/8060/restaurant/nzz-cafe-UKwPcbc3XUJdzGNCiLANmg
Burger Brothers Swiss,N/A,041 543 18 54,N/A,https://www.local.ch/en/d/zurich/8048/restaurant/burger-brothers-swiss-MNnSGlUKhXMS_4XLuwrX2g
Metzg,N/A,044 422 47 13,N/A,https://www.local.ch/en/d/zurich/8008/restaurant/metzg-y5ABRQ6qwPJLZC_lnnhpHg
be/at restaurant,N/A,044 300 13 14*,info@beat-enzian.ch,https://www.local.ch/en/d/zurich/8050/restaurant/be-at-restaurant-UrVOoyX0yVWVlx603xK9xw
Brasserie Oerlikon,N/A,044 575 75 00,info@brasserie-oerlikon.ch,https://www.local.ch/en/d/zurich/8050/restaurant/brasserie-oerlikon-HHKF5rtZ8a1_lxZJIZdRVA
Restaurant Bar Café Ey Hof,N/A,044 491 65 48*,ey-mail@ey-site.ch,https://www.local.ch/en/d/zurich/8047/restaurant/restaurant-bar-cafe-ey-hof-vJU4Ynylo36in_jnsAEHvQ
MediterRana,N/A,044 480 09 08,N/A,https://www.local.ch/en/d/zurich/8038/restaurant/mediterrana-F722K-rtil4Nws81lcEw3w
Widder Restaurant,Rennweg 18001 Zürich,044 224 24 12*,N/A,https://www.local.ch/en/d/zurich/8001/restaurant/widder-restaurant-O2y_gajTMINoI6R1WpWrgQ
Al Mouchtar,N/A,044 272 08 10,info@almouchtar.com,https://www.local.ch/en/d/zurich/8005/restaurant/al-mouchtar-H7US2JQXlS2DKxFl25LhDg
Sternen,N/A,044 492 15 30*,sternen.albisrieden@gmail.com,https://www.local.ch/en/d/zurich/8047/restaurant/sternen-yP-bg9Athx197F_gTlGa0g
Fat Tony AG,N/A,044 291 68 75*,N/A,https://www.local.ch/en/d/zurich/8004/restaurant/fat-tony-ag-40G7REuZmT2cDj-QkSzD2Q
Coco Grill & Bar,N/A,044 211 98 98*,N/A,https://www.local.ch/en/d/zurich/8001/restaurant/coco-grill-bar-XJbgMrNh2OzDZlCoFCL8Ww
Coco,N/A,044 211 98 98*,N/A,https://www.local.ch/en/d/zurich/8001/restaurant/coco-i0osEd2U7brhmZraq0ctfQ
Domino's Pizza Zürich Oerlikon,N/A,N/A,marketing@dominos.ch,https://www.local.ch/en/d/zurich/8050/restaurant/domino-s-pizza-zuerich-oerlikon-XrQRjCOx-yc4rqIs4FpdrQ
Bistro Kafi,N/A,043 317 91 60*,N/A,https://www.local.ch/en/d/zurich/8004/restaurant/bistro-kafi-Pf7515oobiyFDV63ff_vgA
Accademia Del Gusto,N/A,044 241 42 02*,info@accademiadelgusto.ch,https://www.local.ch/en/d/zurich/8004/restaurant/accademia-del-gusto-Z74C2bLqcnEf5-UoFzOR7g
Auer&Co,N/A,044 273 58 79,rechnungen.zurich@impacthub.ch,https://www.local.ch/en/d/zurich/8005/restaurant/auer-co-YAn6LB-hNh1Hzb-aWEX6ig
Barranco,N/A,041 558 58 33,info@barranco.ch,https://www.local.ch/en/d/zurich/8004/restaurant/barranco-r6kH55Z1rmfEnzTHYjrn4w
Roi Cordon Bleu,N/A,044 371 16 16*,N/A,https://www.local.ch/en/d/zurich/8046/restaurant/roi-cordon-bleu-blaYUVWxiAQgl9jhKTIDqw
RIEDHOF Leben und Wohnen im Alter,N/A,044 344 66 66*,info@riedhof.ch,https://www.local.ch/en/d/zurich/8049/homes-for-the-elderly-with-nursing-care/riedhof-leben-und-wohnen-im-alter-ukT_UbdfDSfhw7K1sQwRQw
Cafe Weinberg,N/A,044 362 24 54,N/A,https://www.local.ch/en/d/zurich/8006/restaurant/cafe-weinberg-8XZbj8IgdOPRQjZl0HBRyw
Ioannis Restaurant,N/A,N/A,restaurant@ioannis-swiss.ch,https://www.local.ch/en/d/zurich/8047/restaurant/ioannis-restaurant-uy2wXIE2lJAX9r9xbmQEAg
Restaurant Sorrento,N/A,044 383 00 85,info@rest-sorrento.ch,https://www.local.ch/en/d/zurich/8008/restaurant/restaurant-sorrento-b54pGs6KtRKt9aq-JyAoKA
Storchen Zürich,N/A,044 227 27 27*,info@storchen.ch,https://www.local.ch/en/d/zurich/8001/restaurant/storchen-zuerich-zOVQdAlNAed86Yheh6wIAw
Ha Noi Vietnamese Restaurant,N/A,076 572 60 99,info@ha-noi.ch,https://www.local.ch/en/d/zurich/8003/restaurant/ha-noi-vietnamese-restaurant-nigkXW2yoKnxOjLGI_IXYQ
Union Diner Stauffacher,N/A,043 322 04 24*,sta@uniondiner.ch,https://www.local.ch/en/d/zurich/8004/restaurant/union-diner-stauffacher-CutIvI8Z77Ndg9o0lm6qSw
Aubrey,N/A,044 440 00 20*,info@aubrey.ch,https://www.local.ch/en/d/zurich/8005/restaurant/aubrey-SLTAJZ8tymFJ7MGGpxus1g
Hotel Crowne Plaza Zurich,N/A,044 404 44 44*,N/A,https://www.local.ch/en/d/zurich/8004/restaurant/hotel-crowne-plaza-zurich-6lQ_wbYGw5h_WoiihqVocw
Richie's Chicken,N/A,076 379 10 18,info@richieschicken.ch,https://www.local.ch/en/d/zurich/8003/restaurant/richie-s-chicken-ok9s6OZLbn930EYP4O58zQ
Restaurante Lumar,N/A,076 797 16 13*,N/A,https://www.local.ch/en/d/zurich/8049/restaurant/restaurante-lumar-UBerTR1SDhU44x1xOb0Otw
SimSim City,N/A,043 810 03 45*,city@sim-sim.ch,https://www.local.ch/en/d/zurich/8006/restaurant/simsim-city-f-1_5eOKaMsXgbTe1l822w
Tamnansiam Thai Restaurant,N/A,079 438 89 27,tamnansiamthairestaurant@gmail.com,https://www.local.ch/en/d/zurich/8048/thai-cuisine/tamnansiam-thai-restaurant-Wp2qMKAZaIlF-SYgijPFmQ
Schnupf,N/A,044 291 92 73*,info@schnupf.bar,https://www.local.ch/en/d/zurich/8004/restaurant/schnupf-bf6de36tXC_KcjYCN17b1A
COFFEE&DEEDS,N/A,043 539 57 11*,info@coffee-deeds.ch,https://www.local.ch/en/d/zurich/8051/restaurant/coffee-deeds-plyS5Oei6-2oS9Qgs0HWQw
Central Bar Caffè,N/A,044 241 42 24,N/A,https://www.local.ch/en/d/zurich/8004/restaurant/central-bar-caffe-G0C8rQqaZNrVvlpXuBeIjA
Luigia Zurich,N/A,044 700 22 22,zurich@luigia.ch,https://www.local.ch/en/d/zurich/8001/restaurant/luigia-zurich-CIwWu6cx9TTsRfRee-1fWA
Manzoni Bar,N/A,N/A,info@manzonibar.ch,https://www.local.ch/en/d/zurich/8001/restaurant/manzoni-bar-FUaep-sjeFPloxhNhYO9jg
Brasserie Süd Hauptbahnhof Zürich,N/A,044 244 32 15,reservation@brasserie-sued.ch,https://www.local.ch/en/d/zurich/8001/restaurant/brasserie-sued-hauptbahnhof-zuerich-ntX0UVnGyDEXU9BNirJzVg
Gerold Chuchi,N/A,079 282 55 85*,info@geroldchuchi.ch,https://www.local.ch/en/d/zurich/8005/restaurant/gerold-chuchi-R2WIIn_pm5F9d6RFIu_EsA
Restaurant Caffe Schlauch,N/A,044 251 23 04,N/A,https://www.local.ch/en/d/zurich/8001/restaurant/restaurant-caffe-schlauch-VA72HcPxQWszg1KcIhPbfQ
Bar Hotel Rivington & Sons,N/A,043 366 90 82,rivington@rivington.ch,https://www.local.ch/en/d/zurich/8005/restaurant/bar-hotel-rivington-sons-bKHEqfa2BYuLnGfu4mUKDg
Casa Aurelio,N/A,044 272 77 44,info@casaaurelio.ch,https://www.local.ch/en/d/zurich/8005/restaurant/casa-aurelio-bdv05Wgq4l-DXtUtfuDMnQ
Black Tap Craft Burgers And Beer,N/A,N/A,info@blacktap.ch,https://www.local.ch/en/d/zurich/8001/restaurant/black-tap-craft-burgers-and-beer-VT7WPuZH71m-CzpCyf-vvA
OYU Restaurant,N/A,044 213 26 26,gastro@oyu.ch,https://www.local.ch/en/d/zurich/8001/restaurant/oyu-restaurant-qNncEhRX4XPfe0iKNQqGaA
Prisma,N/A,044 350 26 31,prismacafe@hotmail.ch,https://www.local.ch/en/d/zurich/8006/restaurant/prisma-nRm9eocJffSVGGJPXojRsA
YALDA - Cuisine Orientale,N/A,044 578 07 08*,sihlcity@yalda.ch,https://www.local.ch/en/d/zurich/8045/restaurant/yalda-cuisine-orientale-l2qTjNLFVLgA_ksU9AttIA
Ayverdi's Wiedikon,N/A,043 544 99 50*,N/A,https://www.local.ch/en/d/zurich/8003/restaurant/ayverdi-s-wiedikon-DQQTDEcCyo-ZKS3pPP87Iw
Berg 8044,N/A,044 552 75 55,N/A,https://www.local.ch/en/d/zurich/8044/restaurant/berg-8044-V3Xjbessblzo4YW8A-i9hw
renko hospitality GmbH,N/A,N/A,info@renko-hospitality.com,https://www.local.ch/en/d/zurich/8046/restaurant/renko-hospitality-gmbh-46ZI0OOnc4HOPB0CiXsiQA
Banhmi Kitchen,N/A,N/A,N/A,https://www.local.ch/en/d/zurich/8001/restaurant/banhmi-kitchen-1CSy5m2AFkuRjwl51C4yyg
Yooji's Gate A,N/A,079 588 46 40,gate-a@yoojis.ch,https://www.local.ch/en/d/zurich/8058/restaurant/yooji-s-gate-a-5vuMDLsLxni2vPehSmhjiQ
The Penthouse Zurich,N/A,078 410 55 83,fzh.penthouse@fivehotelsandresorts.com,https://www.local.ch/en/d/zurich/8055/restaurant/the-penthouse-zurich-cZhrquBJANRIXpqMmzYylQ
Restaurant La Terrasse,N/A,044 437 99 00*,restaurant.zuerich@ramada-treff.ch,https://www.local.ch/en/d/zurich/8048/restaurant/restaurant-la-terrasse-s1AVBrtUScVJYoIOMq7OMw
Cafeteria ZHdK Sihlquai,N/A,044 446 94 18,N/A,https://www.local.ch/en/d/zurich/8005/restaurant/cafeteria-zhdk-sihlquai-f3hKW0EULE8ixrM1MQPL4A
SO PIZZA,N/A,043 322 00 70*,info@so.pizza,https://www.local.ch/en/d/zurich/8004/restaurant/so-pizza-ZTtI2SJ0tDkoZngRuUuNpA
Backerei Hug,N/A,044 240 00 57,mail@baeckerei-hug.ch,https://www.local.ch/en/d/zurich/8004/restaurant/backerei-hug-3ptlnzCrivf36eVMgcIl7w
SOHO Zürich,N/A,044 271 06 35,N/A,https://www.local.ch/en/d/zurich/8005/restaurant/soho-zuerich-7lVyjHd4TorrSsmPGJ5z_A
Bar Corazon,N/A,N/A,info@bar-corazon.ch,https://www.local.ch/en/d/zurich/8001/restaurant/bar-corazon-ku9KKCl3NEfLVpf306MjXA
f39 restaurant,N/A,044 383 21 39*,N/A,https://www.local.ch/en/d/zurich/8008/restaurant/f39-restaurant-u6PLXLx1GoDKFadfamWDRQ
Vesu Sushi Bistro,N/A,078 240 40 33,info@vesusushi.ch,https://www.local.ch/en/d/zurich/8055/restaurant/vesu-sushi-bistro-lBqrJ0wqZUqW3jVDPCAuvA
Gambrinus,N/A,044 241 12 60,info@gambrinus-langstrasse.ch,https://www.local.ch/en/d/zurich/8004/restaurant/gambrinus-p3Qj983uoYKi3MSt3dgA5Q
Kuhn Back & Gastro AG,N/A,044 482 06 20,N/A,https://www.local.ch/en/d/zurich/8041/bakery-pastry-shop/kuhn-back-gastro-ag-Pxn8CvTgNdWdX_9-CbDYpw
Steakhouse Texas Irchelpark,N/A,044 363 55 14*,infozh@steakhouse-texas.ch,https://www.local.ch/en/d/zurich/8057/steakhouse/steakhouse-texas-irchelpark-Bm4mB7R-mxXKuI8KzfPIiA
Il Ristorantino,N/A,044 271 42 21,N/A,https://www.local.ch/en/d/zurich/8005/restaurant/il-ristorantino-hkRdxOgX7_e0I1jZt7CZFg
Vineria Centrale,N/A,076 513 22 04,wiedikon8045@hotmail.com,https://www.local.ch/en/d/zurich/8005/restaurant/vineria-centrale-edf9xUHWrZyhlVBZS2MVVA
Burger Brothers Swiss,N/A,041 543 18 54,N/A,https://www.local.ch/en/d/zurich/8048/restaurant/burger-brothers-swiss-q1Qoffm_zEPA2WNoamTyog
Napi‘s,N/A,044 592 66 86*,info@napis.ch,https://www.local.ch/en/d/zurich/8048/restaurant/napis-vfd5yOh5xNcOvTGbUvGPtg
Café Bar Plüsch,N/A,043 810 16 26*,kontakt@cafe-pluesch.ch,https://www.local.ch/en/d/zurich/8003/restaurant/cafe-bar-pluesch-oYJPsoiS7qKguW670dR9Sw
Peter Lovasz,N/A,043 311 60 45,N/A,https://www.local.ch/en/d/zurich/8047/restaurant/peter-lovasz-nvNiTF7cSR7Fz00KF4q57g
Bauernschänke,N/A,044 262 41 30,hunger@bauernschaenke.ch,https://www.local.ch/en/d/zurich/8001/restaurant/bauernschaenke-6M-i-i4ZvORTXesE2Irrww
Berg 8044,N/A,N/A,N/A,https://www.local.ch/en/d/zurich/8044/restaurant/berg-8044-Y8PMdMYuvgRFjuCDK4dP5g
Cafeteria Bar-A-Graph,N/A,044 248 28 30*,N/A,https://www.local.ch/en/d/zurich/8004/restaurant/cafeteria-bar-a-graph-uHLb0JLUfhYgM8JWVlgcVw
Cafeteria Baugewerbliche BS Reishauer,N/A,044 446 98 05,N/A,https://www.local.ch/en/d/zurich/8005/restaurant/cafeteria-baugewerbliche-bs-reishauer-aGgumEoJKYIeXNs9B9xH2Q
Mensa UZH Zentrum,N/A,044 634 23 70,N/A,https://www.local.ch/en/d/zurich/8001/restaurant/mensa-uzh-zentrum-bGTpY2nT1H34PPqHCtI6qw
Baur au Lac,Glärnischstrasse 188002 Zürich,044 220 50 20,N/A,https://www.local.ch/en/d/zurich/8001/hotel/baur-au-lac-tXtrArC-DBQW7GTSu_mwXg
Curry4u,N/A,076 341 47 70,info@curry4u.ch,https://www.local.ch/en/d/zurich/8049/restaurant/curry4u-j710qcobjwIRXe8HeosKAQ
Binz Garten,N/A,044 221 44 44*,N/A,https://www.local.ch/en/d/zurich/8050/restaurant/binz-garten-znOShaVmYJJO7ncxGzF3QA
Bonne Maman Boutique & Café,N/A,076 461 04 64*,zuerich@cupcake-affair.ch,https://www.local.ch/en/d/zurich/8001/tea-room/bonne-maman-boutique-cafe-nVESaL0TOav64BpX8B1Ncg
Noerd Kantine AG,N/A,044 310 30 90,N/A,https://www.local.ch/en/d/zurich/8050/restaurant/noerd-kantine-ag-FvSOfUv_8a1Qm5S1J44KtQ
Auhof,N/A,044 321 44 77,benyounes@bluewin.ch,https://www.local.ch/en/d/zurich/8050/restaurant/auhof-9Rm59L8-SkfPM1pbghKWIg
Gasthof Hirschen,N/A,044 203 24 28,info@hirschen-zurich.ch,https://www.local.ch/en/d/zurich/8051/restaurant/gasthof-hirschen-6ledRNzm56LuGk6981qRPQ
Hotel City Zürich,N/A,044 217 17 17*,hotelcity@hotelcity.ch,https://www.local.ch/en/d/zurich/8001/hotel/hotel-city-zuerich-QgAYZLPaH0Mb5g-tRCJjOw
Moudi am Schanzengraben,N/A,044 390 13 14*,N/A,https://www.local.ch/en/d/zurich/8001/restaurant/moudi-am-schanzengraben-B04bdcsVy8Z4DGkwD17fZA
Restaurant Chäsalp 61702 cm ü.M.,N/A,044 260 75 75*,info@chaesalp.ch,https://www.local.ch/en/d/zurich/8044/restaurant/restaurant-chaesalp-61702-cm-ue-m-OkL7mLE8-2FSlCVUDcuvWw
El Pinky,N/A,N/A,N/A,https://www.local.ch/en/d/zurich/8005/restaurant/el-pinky-yZI0-9L59PNikqXXdl_iJw
elmira Fine Dining,N/A,044 244 80 52,N/A,https://www.local.ch/en/d/zurich/8005/restaurant/elmira-fine-dining-tcrj8epD2iQDeqdFUU4etA
Five Spice - Thai Restaurant in Zürich,N/A,044 291 00 42,N/A,https://www.local.ch/en/d/zurich/8004/restaurant/five-spice-thai-restaurant-in-zuerich-tYfX6NLMCk9cjJkiqh8Gfg
Awania Pizza Burger,N/A,044 320 09 09,N/A,https://www.local.ch/en/d/zurich/8051/restaurant/awania-pizza-burger-wJFHFkdmgt1_3dCz1-KKZw
Pizzeria Ristorante Molino,N/A,044 272 62 62*,gasometer@molino.ch,https://www.local.ch/en/d/zurich/8005/restaurant/pizzeria-ristorante-molino-KWaowXtSwh6jL0msgbUcUA
Coop,N/A,044 496 66 05*,N/A,https://www.local.ch/en/d/zurich/8048/restaurant/coop-kkqW5PBI8noLDzsvvDMyZw
China Restaurant Chop-Stick,N/A,044 262 78 33*,chopstick168@gmx.ch,https://www.local.ch/en/d/zurich/8001/restaurant/china-restaurant-chop-stick-LMS3oC1ON2AhRdbFXmKflQ
Stripped Pizza Talacker,N/A,044 554 85 23*,N/A,https://www.local.ch/en/d/zurich/8001/restaurant/stripped-pizza-talacker-Frhu6ZNzE-iV4hX3u8923w
Best Kebab,N/A,079 866 44 38,N/A,https://www.local.ch/en/d/zurich/8005/restaurant/best-kebab-fECzgCHCby0yAay7n0fc8g
Hotel Adler Zürich,N/A,044 266 96 96*,info@hotel-adler.ch,https://www.local.ch/en/d/zurich/8001/hotel/hotel-adler-zuerich-vpJ7w4dUsQkM4U1Vwf8gVA
Bakeside,N/A,043 816 85 98,customerrelations@ssp-ch.com,https://www.local.ch/en/d/zurich/8060/restaurant/bakeside-rlIhCxx9mEBFdFXudRni6g
Bar Sacchi,N/A,N/A,N/A,https://www.local.ch/en/d/zurich/8003/restaurant/bar-sacchi-y-l6GzD5wBNx6OcVjXv3Og
Allegrotto,N/A,044 280 40 30,N/A,https://www.local.ch/en/d/zurich/8002/restaurant/allegrotto-rto1WU-zHv1TtgO4nfDg5g
Pizzeria Ristorante Taverne da Angelo,N/A,044 451 04 67,info@taverne-da-angelo.ch,https://www.local.ch/en/d/zurich/8003/restaurant/pizzeria-ristorante-taverne-da-angelo-8ZhCNm7s2n7SOp-NyV5kmA
Weinschenke Hotel Hirschen,N/A,043 268 33 33,info@weinschenke.ch,https://www.local.ch/en/d/zurich/8001/restaurant/weinschenke-hotel-hirschen-u7GvyqIiO4EJzstcvfY05A
Barfly'z,N/A,044 202 00 11*,N/A,https://www.local.ch/en/d/zurich/8002/restaurant/barfly-z-yQv0ny5ERRAsqz5dFt-kGQ
Central Bistro,N/A,044 597 08 86,N/A,https://www.local.ch/en/d/zurich/8001/restaurant/central-bistro-_2cb7xLX985wc0rZ6P9pbg
Yuma,N/A,043 243 88 88*,welcome@yuma-zurich.ch,https://www.local.ch/en/d/zurich/8004/restaurant/yuma-te9dFV16QamBhIXPXnWfpw
Smart Sweet,N/A,078 312 19 60,order@smartfoodsweet.ch,https://www.local.ch/en/d/zurich/8032/restaurant/smart-sweet-FL1B9LwBw8f7Tk0oXFt96Q
Da Michelangelo,N/A,044 451 32 31,N/A,https://www.local.ch/en/d/zurich/8003/restaurant/da-michelangelo-8fT5w95YtBp4P9ApV0xwpg
dieci Pizza Kurier Zürich Oerlikon,N/A,044 308 50 40*,N/A,https://www.local.ch/en/d/zurich/8050/restaurant/dieci-pizza-kurier-zuerich-oerlikon-kJLSrbyV4dDLK6-cHzKdoA
Ristorante Da Angela,N/A,044 492 29 31*,info@daangela.ch,https://www.local.ch/en/d/zurich/8048/restaurant/ristorante-da-angela-Tkcw2Nr8vlV0N-BQCM3rcQ
Marche,N/A,043 816 65 10*,zurich-airport@marche-restaurants.ch,https://www.local.ch/en/d/zurich/8060/restaurant/marche-BOvCKEbbAkGI3SC7iqpqcw
Bistro Albisrieden,N/A,043 311 60 45,N/A,https://www.local.ch/en/d/zurich/8047/restaurant/bistro-albisrieden-ZBEldLCcod25V-KY3KLs7g
Bistro,N/A,043 388 25 00,N/A,https://www.local.ch/en/d/zurich/8002/restaurant/bistro-R5nUFc8lp8iQ_DuRMaMoWg
Sento,N/A,044 251 16 15*,restaurant@sento.ch,https://www.local.ch/en/d/zurich/8032/restaurant/sento-Ztew0neYS7aC8NyE_qj5FA
Castellan's Mediterranean Eatery,N/A,044 286 94 21*,castellans.restaurant@autographhotels.com,https://www.local.ch/en/d/zurich/8002/restaurant/castellan-s-mediterranean-eatery-cLvyj0biJ0QRTe3b-U7Tzg
Café Riedhus,N/A,044 451 38 27*,N/A,https://www.local.ch/en/d/zurich/8055/restaurant/cafe-riedhus-lhVMNx_4b6s57iHgUnr2NA
Berg 8044,N/A,044 552 75 55,N/A,https://www.local.ch/en/d/zurich/8044/restaurant/berg-8044-5LNvO4Rp5VqNeefMVya2Pg
Restaurant Lunch 5 GmbH,N/A,044 271 51 51,info@lunch-5.ch,https://www.local.ch/en/d/zurich/8005/restaurant/restaurant-lunch-5-gmbh-OjL-lmig51PmGHhL8xEdXQ
D-Vino Weinbars AG,N/A,044 403 48 60*,N/A,https://www.local.ch/en/d/zurich/8001/restaurant/d-vino-weinbars-ag-eyr1oDANRUZclZILVnNtcw
Domino's Pizza Zürich Seebach,N/A,N/A,marketing@dominos.ch,https://www.local.ch/en/d/zurich/8052/restaurant/domino-s-pizza-zuerich-seebach-T_8P3hE4ltuR426AGR0ogQ
Aggarwal AG,N/A,044 240 06 70*,zuerich@aggarwal.ch,https://www.local.ch/en/d/zurich/8004/restaurant/aggarwal-ag-TfG_WOS9NdfTwsItTVirGg
Brasserie zum Vorbahnhof,N/A,044 272 01 00*,N/A,https://www.local.ch/en/d/zurich/8005/restaurant/brasserie-zum-vorbahnhof-hkqjJ1a9hB7o_aRN21MIOA
Pippone,N/A,044 371 55 25,N/A,https://www.local.ch/en/d/zurich/8046/restaurant/pippone-bgAw7L8whDP9nH6GoCebAw
China Restaurant,N/A,043 817 09 50,N/A,https://www.local.ch/en/d/zurich/8048/restaurant/china-restaurant-gYdziWbuW0KDXZmQo2oZEA
Restaurant Milano,N/A,044 241 88 17,muzi@restaurant-milano.ch,https://www.local.ch/en/d/zurich/8004/restaurant/restaurant-milano-rPs42JlyMK6zuDlCzLm1MA
Restaurant Bar Miracle,N/A,044 382 20 05,N/A,https://www.local.ch/en/d/zurich/8008/restaurant/restaurant-bar-miracle-Bw8gpHQb7afDkNb3YW0mQA
Marguita,N/A,044 220 50 28*,meet@marguita.ch,https://www.local.ch/en/d/zurich/8001/restaurant/marguita-1um85w1y9hhMWOSujXYfcw
CAFFETTERIA 'am Limmatplatz' RISTORANTE,N/A,044 271 61 60,N/A,https://www.local.ch/en/d/zurich/8005/restaurant/caffetteria-am-limmatplatz-ristorante-PKYi93BGWtQ7JZ6-lFF5Dg
ANOAH AG,N/A,044 865 88 88,N/A,https://www.local.ch/en/d/zurich/8006/restaurant/anoah-ag-RsDHsOEBKgcQmuDhZ6ayBQ
Fries Brothers,N/A,N/A,hello@friesbrothers.com,https://www.local.ch/en/d/zurich/8005/restaurant/fries-brothers-VDcV70C82K_wMTBtsE78TA
FAMO,N/A,043 497 31 73,info@famokitchen.ch,https://www.local.ch/en/d/zurich/8001/restaurant/famo-H1xglwIF1iO4YcXDwJCpTQ
Rex Musenhof Bar & Biergarten,N/A,079 261 58 23,info@rex-musenhof.ch,https://www.local.ch/en/d/zurich/8038/restaurant/rex-musenhof-bar-biergarten-hPAPlSR6Hgp0YtfD6fDZ8Q
Central Shisha Lounge,N/A,044 597 08 86,N/A,https://www.local.ch/en/d/zurich/8001/restaurant/central-shisha-lounge-oYT45plEfnYZ90BeBr-DNQ
Da Marco,N/A,076 428 48 19*,N/A,https://www.local.ch/en/d/zurich/8005/restaurant/da-marco-eBOOqW6Yoqt5PoKbLt-cYA
TANT PIS,N/A,044 271 12 41*,kontakt@tantpis.ch,https://www.local.ch/en/d/zurich/8005/turkish-cuisine/tant-pis-DJO_mQlG3a61zwlXNyu4Qg
Ristorante Culmann,N/A,044 251 36 51*,info@culmann.ch,https://www.local.ch/en/d/zurich/8006/restaurant/ristorante-culmann-jjA1OwqePkmRhzUQOT0CKw
BUNT,N/A,044 288 89 89,info@bunt.ch,https://www.local.ch/en/d/zurich/8048/restaurant/bunt-NH07hwidoxUJWN9YKNbWag
Casa Gourmet,N/A,N/A,N/A,https://www.local.ch/en/d/zurich/8055/restaurant/casa-gourmet-mqezTOYjPT56zTlpuu9_QA
Qirin - sushi and drinks,N/A,N/A,N/A,https://www.local.ch/en/d/zurich/8048/restaurant/qirin-sushi-and-drinks-vfBLgOCVXSALxldC-EnL9w
The Counter,N/A,N/A,guest@the-counter.ch,https://www.local.ch/en/d/zurich/8001/restaurant/the-counter-AqQuLYtMAhvVjKN_w7uODg
thach restaurant,N/A,N/A,N/A,https://www.local.ch/en/d/zurich/8004/restaurant/thach-restaurant-dfysDArSTMraD6d-UNBSTw
Backerei Hug,N/A,044 240 00 47,mail@baeckerei-hug.ch,https://www.local.ch/en/d/zurich/8006/restaurant/backerei-hug-TGRf-4Gor2IODobQwXZCXA
Die Waid,N/A,043 422 08 08*,info@diewaid.ch,https://www.local.ch/en/d/zurich/8037/restaurant/die-waid-O4VqYsdSUSChocHn0H8LSA
Beef ‘N Roll,N/A,N/A,N/A,https://www.local.ch/en/d/zurich/8005/restaurant/beef-n-roll-iu8RlCRZ3PkgUAC7OgIzOw
Nice Gastrobar Niederdorf,N/A,044 261 03 03*,niederdoerfli@nice-gastrobar.ch,https://www.local.ch/en/d/zurich/8001/restaurant/nice-gastrobar-niederdorf-Zwh6PgRYH3QmiRLC55sIZw
Restaurant Singapore,N/A,044 401 15 10*,N/A,https://www.local.ch/en/d/zurich/8048/restaurant/restaurant-singapore-40xY8aRYsRao7MVkAyRigw
Urban Fork,N/A,043 545 60 69,evora@urbanfork.ch,https://www.local.ch/en/d/zurich/8005/restaurant/urban-fork-5vX6l1QaIeaiyozekTgEdQ
Bernhard Bar Cafe,N/A,044 268 65 74*,N/A,https://www.local.ch/en/d/zurich/8001/restaurant/bernhard-bar-cafe-Gev8Yk0IuHCsgS8gNQPwcQ
Restaurant Simi,N/A,043 810 48 78*,N/A,https://www.local.ch/en/d/zurich/8004/restaurant/restaurant-simi--LImadhVV_2gaSjY37NERQ
Dolce Vita II,N/A,044 251 39 00,N/A,https://www.local.ch/en/d/zurich/8001/restaurant/dolce-vita-ii-9zoZ_L8Y97tluPUPAQQzSQ
Healthy Bowl,N/A,044 557 58 91*,N/A,https://www.local.ch/en/d/zurich/8046/restaurant/healthy-bowl-hrMVkO55uhe4DAxX5rKSeg
Nooba Europaallee,N/A,044 578 49 50*,europaallee@nooba.ch,https://www.local.ch/en/d/zurich/8004/restaurant/nooba-europaallee-Ta8Pg46dvlDzq6uByWEfuQ
Restaurant Dapura Mia,N/A,044 506 60 08*,bali@dapuramia.ch,https://www.local.ch/en/d/zurich/8038/restaurant/restaurant-dapura-mia-eZ8RIgsNJF4QopmAKfhqhg
